"PC1 (If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?)",PC2 (Would you have been willing to discuss a mental health issue with your previous co-workers?),PC3 (Do you feel that your employer takes mental health as seriously as physical health?),PC4 (Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?),PC5 (Does your employer offer resources to learn more about mental health concerns and options for seeking help?),PC6 (Do you think that discussing a physical health issue with previous employers would have negative consequences?),PC7 (Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?),PC8 (Would you be willing to bring up a physical health issue with a potential employer in an interview?),PC9 (Do you have a family history of mental illness?),PC10 (Were you aware of the options for mental health care provided by your previous employers?),PC11 (Do you have a family history of mental illness?),PC12 (Do you feel that your employer takes mental health as seriously as physical health?),PC13 (Do you think that discussing a physical health issue with previous employers would have negative consequences?),PC14 (Does your employer provide mental health benefits as part of healthcare coverage?),PC15 (Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?),PC16 (Were you aware of the options for mental health care provided by your previous employers?),PC17 (Do you think that discussing a mental health disorder with previous employers would have negative consequences?),PC18 (Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?),PC19 (Would you bring up a mental health issue with a potential employer in an interview?),PC20 (Would you have been willing to discuss a mental health issue with your direct supervisor(s)?),"PC21 (If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:)",PC22 (Have you had a mental health disorder in the past?),"PC23 (Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?)",PC24 (Do you think that discussing a physical health issue with your employer would have negative consequences?),PC25 (Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?),PC26 (How willing would you be to share with friends and family that you have a mental illness?),"PC27 (If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?)",PC28 (Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?),PC29 (Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?),"PC30 (If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?)","PC31 (If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?)","PC32 (If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?)","PC33 (If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?)",PC34 (Do you feel that being identified as a person with a mental health issue would hurt your career?),PC35 (age),PC36 (Do you believe your productivity is ever affected by a mental health issue?),PC37 (country_United Kingdom),PC38 (mood disorder),PC39 (gender_female),PC40 (Do you know local or online resources to seek help for a mental health disorder?),PC41 (work_country_United States of America),PC42 (employees_100-500),PC43 (substance use disorder),PC44 (substance use disorder),PC45 (Did your previous employers provide resources to learn more about mental health issues and how to seek help?),PC46 (current_position_Executive Leadership),PC47 (PTSD),PC48 (Is your employer primarily a tech company/organization?),PC49 (country_New Zealand),PC50 (Have you been diagnosed with a mental health condition by a medical professional?),PC51 (Do you work remotely?),PC52 (current_position_One-person shop)
5.915018916910699,2.0086347709494516,-1.1418945883426908,-0.5313038680158432,-1.0841871833891223,-1.2043227972748491,0.02993790843891532,2.428537165508476,-2.1237602325421574,-1.5002117708139093,-0.28251206980939264,1.4897037599977887,0.8651855606608319,4.068408718680562,1.1631286718218885,-0.7007427291553132,0.2018363191983769,-0.08497465726800867,-0.19425658340785126,-0.47279965383624617,0.27058820834247854,-1.924186483320971,1.3065803357738726,-1.1160844413772708,-2.1098819295242035,2.256609225213206,0.586297319713936,1.9737425323169833,-0.4490743492688158,-1.4410036401525423,2.3470039124868993,0.9413803790677063,-0.0512020156614542,0.7743747630879337,0.49173760572436054,0.13037858997633406,-0.18215932709982405,-1.6687649916094967,0.4638498723958111,0.08808380087249237,0.3598708255637025,0.3709500649106767,-0.9235321493829753,0.31791303971101936,-0.22106764186253014,0.3890408257406466,0.7631789823144778,0.08755090103668087,0.39821564209734106,-0.08937967577444661,0.2905579586934087,0.23761453069738048
-3.5614381541284392,2.0478966265001444,-1.5134533681951723,-3.0730957804711934,-0.9886768247983179,-2.6250476250978383,-0.5784575433582425,2.3499807879277217,-0.7168302521887169,2.360270627522495,0.0016248133844569209,-1.6566840294940133,-0.14070665205068536,0.7371833294906954,-0.975808233383101,-0.7673597447307912,1.0170691152459388,-1.18259091860193,-2.3315473914289764,3.252680012889654,0.367930418141194,0.7008319662199066,-0.7052444774872939,-0.73423244163818,-1.1836779271247333,-1.0908520107902873,-0.3070209973665668,-0.4689261570833374,-0.9640576401793749,0.37999318198427895,0.04490814946134898,-1.1613006426205166,0.028764244215821782,-0.6999558167471578,-1.2051220953845556,0.05596273268354831,0.606740404421061,-0.4715205223813222,0.6797571427151257,0.07343293899141011,-0.4676988336184128,0.5491811394501533,0.24252937480284129,0.22058102537645838,0.25636057229733794,0.6596160090307132,-0.1706266688765362,0.40355345415006433,0.018620910171772018,0.023831629858842265,-0.31954043749968836,0.12857900414993764
2.9115832048055554,-0.9218984828340034,3.7969743622417145,0.7359495534780144,-4.1991715508473995,4.462705112713344,-1.1428198150506954,-0.20957781536458106,-1.8925873163516052,-2.5763688354257273,1.2467229769015653,-1.3327098777446698,-0.2720405660087054,1.01212756319865,0.6422220075335028,-3.254706424572396,0.23963585706250098,0.48433938182315556,1.5806516583341654,-1.3535387749582326,-1.4828745651199544,2.026006580661259,-0.7363037674808809,-1.284260456050101,-0.0909414898861507,0.15835453541161626,0.46497345806908724,-0.6091648453939158,-0.07690168818212224,-0.2240383464097122,0.8698049168736546,-0.5334468513945487,0.267875208551044,-0.06845296593758392,-0.2881344415017918,-0.06879369669330858,-0.42382707191275854,-0.8129391727863116,0.1823982690441426,0.047561240607031305,0.25375302722159415,-0.4944726858479341,-0.6977422146485449,0.48161340721493695,0.8562506386847889,0.3206827555852265,-0.4942587416952232,0.245553056716392,-0.13186193529011758,0.5321403220648532,-0.025384105436047286,-0.11342729678283238
0.9413231717042575,1.8575133172310427,-0.3532274911716902,1.42609443639273,0.7694431599591129,2.826997474687351,-2.100556314902702,-0.820559351125912,-2.6586056323776663,-1.2865844604758192,-1.5306939995503466,0.6343962035083169,0.5680302371239129,1.2333996601099655,-0.6808636021902559,-1.1016827251905832,-2.262505926082885,-0.472101975611598,1.8589145182703117,-1.6802790684842714,0.9964428624450343,0.24934094328161507,-1.2008689034871285,-0.33062355908302504,0.05187125656344127,0.8074593967061302,0.08673463242088351,-0.5945763537858275,1.0664444475244177,0.9675431196369545,0.050178801592217735,0.038539611389885695,-0.1479630637534479,-0.6489568795686703,0.5694702580023896,-0.225203134115281,-0.43974441336079445,-1.603770473727211,0.32216161856453696,0.012579036712740566,-0.27729903285980356,0.2205033307023874,-0.38068038182909525,0.8090613960275502,-0.10441113797316785,-0.06585912783742298,0.293272760341757,0.31920923053140954,-0.25622061495611115,-0.302547290676631,-0.1658157008380591,-0.16312416041630948
-1.211586278982328,-0.14818755444831772,-0.6699772659722123,-0.6876972686968968,0.992585654592393,2.6855104093227085,-3.6776838521496225,0.028344374171230684,2.3870657706805467,-2.535075442756723,-1.4698448068063812,-2.8568659470766544,-1.3860628923485183,-1.3356370768687396,-0.41253429666388236,0.6993441847044436,-0.719805643954632,-1.8843090745539168,-2.2437407465621964,1.845414565861375,2.0318768485473035,0.6085815374431153,-0.2750201989392187,0.8496979304815794,-2.993876707528629,-2.5033422341663565,0.3730452738178338,-0.7084783100151533,0.3528647316847647,-0.9203965925925299,0.8559000218437227,0.4207166289187184,-0.15831103050304263,-0.3298810656423305,0.8201087974962791,-0.607119445328561,0.6412700229776762,-0.6669195842342754,-0.5571366224458454,-0.22294589006445115,-0.24670204463874518,0.20422444881175855,0.03092675834483769,-0.11887586855203397,-0.3497748282753203,0.8847165632918891,0.512232671555692,-0.2161359131605635,-0.08950571827865335,0.5800650702333954,-0.35425767535832964,-0.09247126757294118
-3.5874656076525353,-0.2412313682550147,-2.715932171141422,-2.631532434126532,0.7017298774458983,2.2436952232605307,-0.8582160909783473,1.9477896446012677,0.34555085043084754,-2.070891684460307,0.4063447953237527,-1.4489849692345327,2.9721185360819895,0.378937138785018,0.16550926997283352,0.46677816051345306,-3.6046997773784395,0.20477437969664142,0.9191672674299946,-0.07351285536662985,0.6203647954499953,0.8812189312851192,-0.4730731970051217,-0.6796318905894146,-0.8024653693651979,-0.45647635705903133,0.4515253437028882,-1.0616760412198887,0.34784141948807135,-1.276621859414371,-1.2097559758073448,2.190625096411952,-0.2705216074558499,-0.9836384210946576,0.5509253729158291,0.5672744321824565,-1.38308957091661,0.14674335430401148,-0.3471955032944587,-0.05597799276119961,-0.5783035122856207,-0.6239254944576875,-0.7128982956796621,0.3589479273183085,-0.27788591412240027,0.0472320948865191,-0.15186156957504823,0.3472416167758017,-0.04171980344229024,0.569212161588459,0.40998590837324095,0.032183753943048385
1.0821296731244336,0.6487947379065439,-2.9670521810066064,-2.2492891576171257,-1.009546902661974,-1.2067489017866484,3.750077590151124,-0.6541043305947033,-1.2107822280902674,0.10254979386294685,1.7462568639831026,-0.7760129845189734,1.4068602126722158,4.38939544772954,0.09525503557103653,2.2322446931444824,-1.7149929286351788,0.013075809761822526,-3.0530414007307325,-0.0669650880505138,0.2716821047749659,0.1652181022074553,-0.8478460062712049,0.307913684692815,-0.07480587845078607,0.6121611806353987,-0.6754862562096858,-0.8229532412707975,-0.7740943709463725,0.7263706130916087,0.03253829718680327,-0.06804800340153484,-0.19521287352177166,0.5083447576842436,0.06669081270542278,-0.39127561641173986,-0.20275261722073348,0.36593555805355615,0.3898008338563067,0.3778209359171939,0.42311488624364557,0.2540712392339647,-0.40906038498278063,-0.2559659062735854,0.6234755272718634,0.14510456081181033,-0.08091312450484163,0.04947504775177936,0.044436014452252814,-0.016096206120987205,0.025545371040220984,0.020245968747798253
-2.5695945417799813,0.5723578173798866,3.4376811226143453,-3.3439426877457774,-2.0166049514267654,0.06229638342860532,-3.4926077713880557,-0.7647154434908549,-2.0398139547665104,-2.0066485474577274,1.54865166466648,1.3223264599296414,0.39732402199228234,1.0955258659384497,0.08379243281480185,1.8378996253177697,0.4826004972047462,-0.4080430845593418,-0.3389508227221408,0.3614085333509011,-0.06667416857046103,-0.6625286998799813,-1.1882362264045438,0.1562185952292997,-1.539096283159302,0.12200216950376276,-1.7438349738032026,1.716276865615892,1.1931000396701192,0.2319102647146605,-1.3069817133654829,1.0508378842711121,-0.3115788039027762,0.054535065789386855,-0.4597195188518427,-0.00933529056859475,0.4859907620509649,-0.20480200309637586,-0.21717256469720472,-0.18617731824500158,0.30722784098173617,-0.6862447450698835,-0.36751503662586293,-0.4373399368275158,0.14779812697472786,0.5487183114198733,0.3118979155224311,0.6916359589068048,0.4659783839723294,0.26999782961047203,-0.06369714407831542,-0.011107936513518418
-0.03910854941327533,0.02545642121089992,-3.261044738857122,1.56596752190993,4.42529183230481,-2.5246276386806246,1.732931866577178,2.5475570954830165,1.4067041239111953,-2.3593373288912596,-0.9233764642189487,-2.527363646373368,0.3605041903044303,1.0816222455214324,-1.9469642121895585,1.8803135792914143,-0.7254494749157006,1.2410223804840181,0.03212788348933204,2.0018618526309595,-1.05984251956469,0.18989472666783377,1.4280917965776996,1.363824459420646,0.9466263462516568,1.4501782978115456,0.06658816213383822,-1.124834843689766,0.2862168771836442,-0.43957528307982857,0.6715064769525186,1.3116660307937773,-0.29793875392277785,1.5809313595179144,-0.008271564673568764,0.03772414471245405,0.818437385858834,-0.01469290458036171,-0.549926824827231,-0.33595422568510674,0.04806738233251535,0.09781277908162472,-0.34819511254342306,-0.33799685172994604,-0.15358045259052844,-0.48682223274810765,-0.1079868086215426,-0.6430379975960616,-0.4431864655126702,0.036647055791230114,-0.28974964716075075,-0.08849684571644303
-0.16455151349076613,2.852413841329597,0.9173394748854392,3.0246491049705466,1.3034905600369748,0.21075315478433468,-2.56537719289077,-1.0894547778403423,-2.899376267220506,2.1908427659926324,-1.7002155524984301,0.8691521566388738,2.554255755148835,2.1848866634379007,-1.2231453617898862,0.4309423298552208,-0.42066309250053596,0.9294867585628214,0.6593919946860521,-1.9258053843824465,-0.08892393163327907,-0.008742415496542033,0.7433780973535038,-0.3616967316188528,0.8873885000371808,-1.8756361091629254,-2.0833685165459155,-0.30057727261516615,-1.3907637991315382,-1.7651179748294605,-1.109160373419952,0.0195998466688513,0.7764561206604619,1.3989695248449274,-1.368753827556483,-0.0561075703659375,0.5313044966942654,0.055154390287524994,0.27959676535752576,1.3633092078851998,0.0846889625488417,-0.05206275370716874,-0.08147392754437174,-0.03443530397821634,-0.29603762824544555,0.3640040157390589,0.17152417252442814,0.11336653104415982,-0.020040615792593246,-0.28906759304544877,-0.009435158460532408,0.2092731657300416
