"PC1 (If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?)",PC2 (Would you have been willing to discuss a mental health issue with your previous co-workers?),PC3 (Do you feel that your employer takes mental health as seriously as physical health?),PC4 (Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?),PC5 (Does your employer offer resources to learn more about mental health concerns and options for seeking help?),PC6 (Do you think that discussing a physical health issue with previous employers would have negative consequences?),PC7 (Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?),PC8 (Would you be willing to bring up a physical health issue with a potential employer in an interview?),PC9 (Do you have a family history of mental illness?),PC10 (Were you aware of the options for mental health care provided by your previous employers?),PC11 (Do you have a family history of mental illness?),PC12 (Do you feel that your employer takes mental health as seriously as physical health?),PC13 (Do you think that discussing a physical health issue with previous employers would have negative consequences?),PC14 (Does your employer provide mental health benefits as part of healthcare coverage?),PC15 (Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?),PC16 (Were you aware of the options for mental health care provided by your previous employers?),PC17 (Do you think that discussing a mental health disorder with previous employers would have negative consequences?),PC18 (Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?),PC19 (Would you bring up a mental health issue with a potential employer in an interview?),PC20 (Would you have been willing to discuss a mental health issue with your direct supervisor(s)?),"PC21 (If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:)",PC22 (Have you had a mental health disorder in the past?),"PC23 (Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?)",PC24 (Do you think that discussing a physical health issue with your employer would have negative consequences?),PC25 (Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?),PC26 (How willing would you be to share with friends and family that you have a mental illness?),"PC27 (If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?)",PC28 (Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?),PC29 (Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?),"PC30 (If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?)","PC31 (If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?)","PC32 (If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?)","PC33 (If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?)",PC34 (Do you feel that being identified as a person with a mental health issue would hurt your career?),PC35 (age),PC36 (Do you believe your productivity is ever affected by a mental health issue?),PC37 (country_United Kingdom),PC38 (mood disorder),PC39 (gender_female),PC40 (Do you know local or online resources to seek help for a mental health disorder?),PC41 (work_country_United States of America),PC42 (employees_100-500),PC43 (substance use disorder),PC44 (substance use disorder),PC45 (Did your previous employers provide resources to learn more about mental health issues and how to seek help?),PC46 (current_position_Executive Leadership),PC47 (PTSD),PC48 (Is your employer primarily a tech company/organization?),PC49 (country_New Zealand),PC50 (Have you been diagnosed with a mental health condition by a medical professional?),PC51 (Do you work remotely?),PC52 (current_position_One-person shop),Cluster
5.915018916910699,2.008634770949452,-1.1418945883426908,-0.5313038680158432,-1.0841871833891223,-1.2043227972748491,0.0299379084389153,2.428537165508476,-2.1237602325421574,-1.500211770813909,-0.2825120698093926,1.4897037599977887,0.8651855606608319,4.068408718680562,1.1631286718218885,-0.7007427291553132,0.2018363191983769,-0.0849746572680086,-0.1942565834078512,-0.4727996538362461,0.2705882083424785,-1.924186483320971,1.3065803357738726,-1.1160844413772708,-2.1098819295242035,2.256609225213206,0.586297319713936,1.9737425323169835,-0.4490743492688158,-1.4410036401525423,2.3470039124868998,0.9413803790677064,-0.0512020156614542,0.7743747630879337,0.4917376057243605,0.130378589976334,-0.182159327099824,-1.6687649916094969,0.4638498723958111,0.0880838008724923,0.3598708255637025,0.3709500649106767,-0.9235321493829752,0.3179130397110193,-0.2210676418625301,0.3890408257406466,0.7631789823144778,0.0875509010366808,0.398215642097341,-0.0893796757744466,0.2905579586934087,0.2376145306973804,4
-3.5614381541284392,2.0478966265001444,-1.5134533681951725,-3.0730957804711934,-0.988676824798318,-2.6250476250978383,-0.5784575433582425,2.3499807879277217,-0.7168302521887169,2.360270627522495,0.0016248133844569,-1.6566840294940133,-0.1407066520506853,0.7371833294906954,-0.975808233383101,-0.7673597447307912,1.0170691152459388,-1.18259091860193,-2.3315473914289764,3.252680012889654,0.367930418141194,0.7008319662199066,-0.7052444774872939,-0.73423244163818,-1.1836779271247333,-1.0908520107902873,-0.3070209973665668,-0.4689261570833374,-0.9640576401793748,0.3799931819842789,0.0449081494613489,-1.1613006426205166,0.0287642442158217,-0.6999558167471578,-1.2051220953845556,0.0559627326835483,0.606740404421061,-0.4715205223813222,0.6797571427151257,0.0734329389914101,-0.4676988336184128,0.5491811394501533,0.2425293748028412,0.2205810253764583,0.2563605722973379,0.6596160090307132,-0.1706266688765362,0.4035534541500643,0.018620910171772,0.0238316298588422,-0.3195404374996883,0.1285790041499376,0
2.9115832048055554,-0.9218984828340034,3.7969743622417145,0.7359495534780144,-4.1991715508474,4.462705112713344,-1.1428198150506954,-0.209577815364581,-1.8925873163516047,-2.5763688354257277,1.2467229769015653,-1.3327098777446698,-0.2720405660087054,1.01212756319865,0.6422220075335028,-3.254706424572396,0.2396358570625009,0.4843393818231555,1.5806516583341654,-1.3535387749582326,-1.4828745651199544,2.026006580661259,-0.7363037674808809,-1.284260456050101,-0.0909414898861507,0.1583545354116162,0.4649734580690872,-0.6091648453939158,-0.0769016881821222,-0.2240383464097122,0.8698049168736546,-0.5334468513945487,0.267875208551044,-0.0684529659375839,-0.2881344415017918,-0.0687936966933085,-0.4238270719127585,-0.8129391727863116,0.1823982690441426,0.0475612406070313,0.2537530272215941,-0.4944726858479341,-0.6977422146485449,0.4816134072149369,0.8562506386847889,0.3206827555852265,-0.4942587416952232,0.245553056716392,-0.1318619352901175,0.5321403220648532,-0.0253841054360472,-0.1134272967828323,1
0.9413231717042576,1.8575133172310427,-0.3532274911716902,1.42609443639273,0.7694431599591129,2.826997474687351,-2.100556314902702,-0.820559351125912,-2.6586056323776663,-1.2865844604758192,-1.5306939995503466,0.6343962035083169,0.5680302371239129,1.2333996601099655,-0.6808636021902559,-1.1016827251905832,-2.262505926082885,-0.472101975611598,1.858914518270312,-1.6802790684842714,0.9964428624450344,0.249340943281615,-1.2008689034871285,-0.330623559083025,0.0518712565634412,0.8074593967061302,0.0867346324208835,-0.5945763537858275,1.0664444475244177,0.9675431196369544,0.0501788015922177,0.0385396113898856,-0.1479630637534479,-0.6489568795686703,0.5694702580023896,-0.225203134115281,-0.4397444133607944,-1.603770473727211,0.3221616185645369,0.0125790367127405,-0.2772990328598035,0.2205033307023874,-0.3806803818290952,0.8090613960275502,-0.1044111379731678,-0.0658591278374229,0.293272760341757,0.3192092305314095,-0.2562206149561111,-0.302547290676631,-0.1658157008380591,-0.1631241604163094,3
-1.211586278982328,-0.1481875544483177,-0.6699772659722123,-0.6876972686968968,0.992585654592393,2.6855104093227085,-3.6776838521496233,0.0283443741712306,2.3870657706805467,-2.535075442756723,-1.4698448068063812,-2.8568659470766544,-1.3860628923485183,-1.3356370768687396,-0.4125342966638823,0.6993441847044436,-0.719805643954632,-1.8843090745539168,-2.2437407465621964,1.845414565861375,2.0318768485473035,0.6085815374431153,-0.2750201989392187,0.8496979304815794,-2.993876707528629,-2.5033422341663565,0.3730452738178338,-0.7084783100151533,0.3528647316847647,-0.92039659259253,0.8559000218437227,0.4207166289187184,-0.1583110305030426,-0.3298810656423305,0.8201087974962791,-0.607119445328561,0.6412700229776762,-0.6669195842342754,-0.5571366224458454,-0.2229458900644511,-0.2467020446387451,0.2042244488117585,0.0309267583448376,-0.1188758685520339,-0.3497748282753203,0.8847165632918891,0.512232671555692,-0.2161359131605635,-0.0895057182786533,0.5800650702333954,-0.3542576753583296,-0.0924712675729411,0
-3.5874656076525357,-0.2412313682550147,-2.715932171141422,-2.631532434126532,0.7017298774458983,2.2436952232605307,-0.8582160909783473,1.947789644601268,0.3455508504308475,-2.070891684460307,0.4063447953237527,-1.448984969234533,2.972118536081989,0.378937138785018,0.1655092699728335,0.466778160513453,-3.60469977737844,0.2047743796966414,0.9191672674299946,-0.0735128553666298,0.6203647954499953,0.8812189312851192,-0.4730731970051217,-0.6796318905894146,-0.8024653693651979,-0.4564763570590313,0.4515253437028882,-1.061676041219889,0.3478414194880713,-1.276621859414371,-1.2097559758073448,2.190625096411952,-0.2705216074558499,-0.9836384210946576,0.5509253729158291,0.5672744321824565,-1.38308957091661,0.1467433543040114,-0.3471955032944587,-0.0559779927611996,-0.5783035122856207,-0.6239254944576875,-0.7128982956796621,0.3589479273183085,-0.2778859141224002,0.0472320948865191,-0.1518615695750482,0.3472416167758017,-0.0417198034422902,0.569212161588459,0.4099859083732409,0.0321837539430483,0
1.0821296731244336,0.6487947379065439,-2.9670521810066064,-2.2492891576171257,-1.009546902661974,-1.2067489017866484,3.750077590151124,-0.6541043305947033,-1.2107822280902674,0.1025497938629468,1.7462568639831026,-0.7760129845189734,1.4068602126722158,4.38939544772954,0.0952550355710365,2.2322446931444824,-1.7149929286351788,0.0130758097618225,-3.0530414007307325,-0.0669650880505138,0.2716821047749659,0.1652181022074553,-0.8478460062712049,0.307913684692815,-0.074805878450786,0.6121611806353987,-0.6754862562096858,-0.8229532412707975,-0.7740943709463725,0.7263706130916087,0.0325382971868032,-0.0680480034015348,-0.1952128735217716,0.5083447576842436,0.0666908127054227,-0.3912756164117398,-0.2027526172207334,0.3659355580535561,0.3898008338563067,0.3778209359171939,0.4231148862436455,0.2540712392339647,-0.4090603849827806,-0.2559659062735854,0.6234755272718634,0.1451045608118103,-0.0809131245048416,0.0494750477517793,0.0444360144522528,-0.0160962061209872,0.0255453710402209,0.0202459687477982,4
-2.5695945417799813,0.5723578173798866,3.4376811226143453,-3.3439426877457774,-2.016604951426765,0.0622963834286053,-3.492607771388056,-0.7647154434908549,-2.0398139547665104,-2.006648547457728,1.54865166466648,1.3223264599296414,0.3973240219922823,1.0955258659384497,0.0837924328148018,1.8378996253177695,0.4826004972047462,-0.4080430845593418,-0.3389508227221408,0.3614085333509011,-0.066674168570461,-0.6625286998799813,-1.1882362264045438,0.1562185952292997,-1.539096283159302,0.1220021695037627,-1.7438349738032026,1.716276865615892,1.1931000396701192,0.2319102647146605,-1.3069817133654829,1.050837884271112,-0.3115788039027762,0.0545350657893868,-0.4597195188518427,-0.0093352905685947,0.4859907620509649,-0.2048020030963758,-0.2171725646972047,-0.1861773182450015,0.3072278409817361,-0.6862447450698835,-0.3675150366258629,-0.4373399368275158,0.1477981269747278,0.5487183114198733,0.3118979155224311,0.6916359589068048,0.4659783839723294,0.269997829610472,-0.0636971440783154,-0.0111079365135184,1
-0.0391085494132753,0.0254564212108999,-3.261044738857122,1.56596752190993,4.42529183230481,-2.524627638680625,1.732931866577178,2.5475570954830165,1.4067041239111953,-2.35933732889126,-0.9233764642189488,-2.527363646373368,0.3605041903044303,1.0816222455214324,-1.9469642121895585,1.8803135792914143,-0.7254494749157006,1.241022380484018,0.032127883489332,2.0018618526309595,-1.05984251956469,0.1898947266678337,1.4280917965776996,1.363824459420646,0.9466263462516568,1.4501782978115456,0.0665881621338382,-1.124834843689766,0.2862168771836442,-0.4395752830798285,0.6715064769525186,1.3116660307937773,-0.2979387539227778,1.5809313595179144,-0.0082715646735687,0.037724144712454,0.818437385858834,-0.0146929045803617,-0.549926824827231,-0.3359542256851067,0.0480673823325153,0.0978127790816247,-0.348195112543423,-0.337996851729946,-0.1535804525905284,-0.4868222327481076,-0.1079868086215426,-0.6430379975960616,-0.4431864655126702,0.0366470557912301,-0.2897496471607507,-0.088496845716443,0
-0.1645515134907661,2.852413841329597,0.9173394748854392,3.0246491049705466,1.3034905600369748,0.2107531547843346,-2.56537719289077,-1.0894547778403425,-2.899376267220506,2.1908427659926324,-1.70021555249843,0.8691521566388738,2.554255755148835,2.1848866634379007,-1.2231453617898862,0.4309423298552208,-0.4206630925005359,0.9294867585628214,0.6593919946860521,-1.9258053843824463,-0.088923931633279,-0.008742415496542,0.7433780973535038,-0.3616967316188528,0.8873885000371808,-1.8756361091629252,-2.0833685165459155,-0.3005772726151661,-1.3907637991315382,-1.7651179748294603,-1.109160373419952,0.0195998466688513,0.7764561206604619,1.3989695248449274,-1.368753827556483,-0.0561075703659375,0.5313044966942654,0.0551543902875249,0.2795967653575257,1.3633092078851998,0.0846889625488417,-0.0520627537071687,-0.0814739275443717,-0.0344353039782163,-0.2960376282454455,0.3640040157390589,0.1715241725244281,0.1133665310441598,-0.0200406157925932,-0.2890675930454487,-0.0094351584605324,0.2092731657300416,3
